,id,country,continent,date_of_birth,date_of_death,weight,gender,type,habitat
5072,ELF0005072,Uganda,Africa,29.06.1980,12.06.2011,3818,male,African,natural
5073,ELF0005073,Zimbabwe,Africa,11.03.1982,28.12.2011,2843,female,African,natural
5074,ELF0005074,Botswana,Africa,13.10.2023,,2584,female,African,natural
5075,ELF0005075,Malaysia,Asia,08.03.1990,30.11.2020,4031,female,Asian,natural
5076,ELF0005076,Botswana,Africa,25.12.2016,,2105,female,African,natural
5077,ELF0005077,Zimbabwe,Africa,11.01.2014,,4109,female,African,natural
5078,ELF0005078,Gabon,Africa,05.05.1985,27.07.2013,4144,male,African,natural
5079,ELF0005079,Zimbabwe,Africa,25.11.1974,26.04.2007,3695,female,African,natural
5080,ELF0005080,Sri Lanka,Asia,29.09.1987,29.05.2020,6591,male,Asian,natural
5081,ELF0005081,Botswana,Africa,14.10.2002,,4598,male,African,natural
5082,ELF0005082,Zimbabwe,Africa,13.11.1975,17.01.2005,3554,male,African,natural
5083,ELF0005083,Zimbabwe,Africa,20.06.1997,,3474,female,African,natural
5084,ELF0005084,Tanzania,Africa,10.06.1983,25.05.2008,5971,male,African,natural
5085,ELF0005085,Kenya,Africa,26.09.1971,06.07.1996,3204,female,African,natural
5086,ELF0005086,Zambia,Africa,06.09.1987,06.11.2012,1614,female,African,natural
5087,ELF0005087,Tanzania,Africa,23.10.1994,15.10.2023,1690,female,African,natural
5088,ELF0005088,Tanzania,Africa,21.12.1977,30.12.2014,4621,male,African,natural
5089,ELF0005089,Uganda,Africa,13.02.1995,,1982,female,African,natural
5090,ELF0005090,Kenya,Africa,26.07.2005,,5185,male,African,natural
5091,ELF0005091,Tanzania,Africa,24.05.1994,,7634,male,African,natural
5092,ELF0005092,Sri Lanka,Asia,23.10.2020,,6961,male,African,natural
5093,ELF0005093,South Africa,Africa,07.07.2019,,1698,female,African,natural
5094,ELF0005094,Zimbabwe,Africa,31.12.1972,18.02.1992,7304,male,African,natural
5095,ELF0005095,DR Congo,Africa,22.09.1998,,4299,female,African,natural
5096,ELF0005096,Indonesia,Asia,11.04.1977,16.09.2008,4306,female,Asian,natural
5097,ELF0005097,Kenya,Africa,24.03.1991,,4713,male,African,natural
5098,ELF0005098,South Africa,Africa,04.02.2002,,5915,male,African,natural
5099,ELF0005099,Zimbabwe,Africa,17.08.2009,,2430,female,African,natural
5100,ELF0005100,Botswana,Africa,02.10.2009,,5879,male,African,natural
5101,ELF0005101,Tanzania,Africa,29.11.1974,07.12.1995,2822,female,African,natural
5102,ELF0005102,Tanzania,Africa,17.06.1983,08.12.2017,3842,male,African,natural
5103,ELF0005103,Botswana,Africa,22.06.1972,12.02.2005,1840,male,African,natural
5104,ELF0005104,India,Asia,20.04.1998,,3499,female,Asian,natural
5105,ELF0005105,Zimbabwe,Africa,20.09.1994,25.07.2019,3548,male,African,natural
5106,ELF0005106,Tanzania,Africa,19.05.2014,,2507,female,African,natural
5107,ELF0005107,Kenya,Africa,29.06.2005,,1589,female,African,natural
5108,ELF0005108,India,Asia,22.10.2021,,4702,male,Asian,natural
5109,ELF0005109,Zimbabwe,Africa,23.09.2018,,3642,female,African,natural
5110,ELF0005110,Zambia,Africa,22.10.1984,28.06.2015,1456,female,African,natural
5111,ELF0005111,Namibia,Africa,03.11.2006,,2469,male,African,natural
5112,ELF0005112,Botswana,Africa,29.12.1987,,4228,male,African,natural
5113,ELF0005113,Botswana,Africa,01.05.1970,31.03.1994,4937,male,African,natural
5114,ELF0005114,Botswana,Africa,21.03.1984,29.11.2017,1644,female,African,natural
5115,ELF0005115,Zimbabwe,Africa,04.09.1992,23.07.2022,3829,male,African,natural
5116,ELF0005116,Zimbabwe,Africa,07.05.1982,24.08.2016,3883,male,African,natural
5117,ELF0005117,Kenya,Africa,23.01.2002,,1306,female,African,natural
5118,ELF0005118,Zimbabwe,Africa,02.12.1978,14.03.2024,2239,female,African,natural
5119,ELF0005119,Kenya,Africa,18.02.1973,17.07.1999,5042,male,African,natural
5120,ELF0005120,Cameroon,Africa,11.02.2002,,3872,female,African,natural
5121,ELF0005121,Botswana,Africa,12.01.2014,,3580,female,Asian,natural
5122,ELF0005122,Zimbabwe,Africa,14.08.2008,,2884,female,African,natural
5123,ELF0005123,Botswana,Africa,14.06.2021,,3174,female,African,natural
5124,ELF0005124,Gabon,Africa,26.08.1990,14.06.2015,3238,female,African,natural
5125,ELF0005125,Namibia,Africa,18.05.1973,16.03.2002,5852,male,Asian,natural
5126,ELF0005126,Botswana,Africa,20.01.1995,,3197,female,African,natural
5127,ELF0005127,Botswana,Africa,11.08.1988,22.11.2018,3370,female,African,natural
5128,ELF0005128,Zimbabwe,Africa,08.01.1994,05.03.2019,2865,female,Asian,natural
5129,ELF0005129,Botswana,Africa,30.05.2012,,3374,male,African,natural
5130,ELF0005130,Botswana,Africa,04.07.1979,01.01.2005,3668,female,African,natural
5131,ELF0005131,Sri Lanka,Asia,13.02.1987,13.06.2010,3457,female,Asian,natural
5132,ELF0005132,Zambia,Africa,02.10.1999,,3723,female,African,natural
5133,ELF0005133,Zimbabwe,Africa,02.02.1992,07.02.2023,2836,female,African,natural
5134,ELF0005134,Zimbabwe,Africa,24.05.1972,16.07.2002,3482,female,African,natural
5135,ELF0005135,Botswana,Africa,09.02.1980,11.02.2010,4052,female,African,natural
5136,ELF0005136,Zimbabwe,Africa,17.07.2013,,3445,male,African,natural
5137,ELF0005137,Zimbabwe,Africa,08.03.1984,29.05.2011,4638,female,African,natural
5138,ELF0005138,Botswana,Africa,01.11.2006,,4461,male,Asian,natural
5139,ELF0005139,Kenya,Africa,16.08.1979,28.05.2013,3262,female,Asian,natural
5140,ELF0005140,Namibia,Africa,30.01.2019,,4348,male,African,natural
5141,ELF0005141,Tanzania,Africa,20.07.1981,05.02.2012,9432,male,African,natural
5142,ELF0005142,Sri Lanka,Asia,27.05.1985,04.08.2015,3609,male,Asian,natural
5143,ELF0005143,Tanzania,Africa,03.01.1992,01.11.2012,3251,female,African,natural
5144,ELF0005144,Zimbabwe,Africa,22.12.1986,01.08.2019,3437,male,African,natural
5145,ELF0005145,Botswana,Africa,20.08.1999,,4079,female,African,natural
5146,ELF0005146,Zimbabwe,Africa,03.10.2017,,2768,female,African,natural
5147,ELF0005147,Botswana,Africa,21.05.1998,,2105,female,African,natural
5148,ELF0005148,Sri Lanka,Asia,23.03.2003,,5491,male,Asian,natural
5149,ELF0005149,Botswana,Africa,30.07.1983,02.04.2008,6441,male,African,natural
5150,ELF0005150,Botswana,Africa,08.10.2022,,4920,male,African,natural
5151,ELF0005151,Zimbabwe,Africa,03.10.2009,,5454,male,African,natural
5152,ELF0005152,Zambia,Africa,18.01.2003,,2368,female,African,natural
5153,ELF0005153,Botswana,Africa,02.09.1983,24.10.2010,3896,female,Asian,natural
5154,ELF0005154,Botswana,Africa,27.06.1984,15.12.2009,5710,male,African,natural
5155,ELF0005155,Zambia,Africa,06.02.1997,,3371,male,African,natural
5156,ELF0005156,Botswana,Africa,06.12.1996,,2437,female,African,natural
5157,ELF0005157,South Africa,Africa,28.07.1992,,5863,male,African,natural
5158,ELF0005158,Botswana,Africa,08.04.2023,,4381,female,African,natural
5159,ELF0005159,Kenya,Africa,19.02.1986,21.11.2019,4708,male,African,natural
5160,ELF0005160,India,Asia,28.12.2000,,3185,female,African,natural
5161,ELF0005161,Zimbabwe,Africa,12.02.1990,11.04.2023,1902,male,African,natural
5162,ELF0005162,Botswana,Africa,28.07.2013,,2336,female,African,natural
5163,ELF0005163,Tanzania,Africa,03.07.2023,,6428,male,African,natural
5164,ELF0005164,Zimbabwe,Africa,05.06.1987,,2554,female,African,natural
5165,ELF0005165,Botswana,Africa,30.01.1991,02.08.2014,2913,female,African,natural
5166,ELF0005166,Zimbabwe,Africa,31.01.1997,19.04.2020,4031,male,African,natural
5167,ELF0005167,Zimbabwe,Africa,16.02.2013,,2091,female,Asian,natural
5168,ELF0005168,Tanzania,Africa,17.10.2004,,2911,male,African,natural
5169,ELF0005169,India,Asia,05.02.2003,,5846,male,Asian,natural
5170,ELF0005170,Botswana,Africa,25.04.2007,,2732,female,African,natural
5171,ELF0005171,Zambia,Africa,24.03.1995,22.12.2021,2039,female,African,natural
5172,ELF0005172,Tanzania,Africa,09.08.1983,03.05.2013,4918,male,African,natural
5173,ELF0005173,Botswana,Africa,11.07.1998,,3437,male,African,natural
5174,ELF0005174,Botswana,Africa,17.04.2001,23.12.2022,7163,male,African,natural
5175,ELF0005175,Zimbabwe,Africa,29.07.1984,20.05.2017,1103,female,African,natural
5176,ELF0005176,Botswana,Africa,08.08.1986,03.04.2016,4059,female,African,natural
5177,ELF0005177,Indonesia,Asia,30.12.1997,,1407,female,Asian,natural
5178,ELF0005178,Zimbabwe,Africa,03.01.1986,08.04.2010,2632,female,African,natural
5179,ELF0005179,Zimbabwe,Africa,25.01.2010,,3740,male,African,natural
5180,ELF0005180,India,Asia,11.05.2002,,4718,male,Asian,natural
5181,ELF0005181,Tanzania,Africa,19.01.1970,31.10.2003,5213,male,African,natural
5182,ELF0005182,Botswana,Africa,24.10.2015,,5678,male,African,natural
5183,ELF0005183,Botswana,Africa,09.07.2005,,2543,female,Asian,natural
5184,ELF0005184,Zimbabwe,Africa,19.03.1970,03.06.2000,6906,male,African,natural
5185,ELF0005185,Tanzania,Africa,11.05.1991,,5300,male,African,natural
5186,ELF0005186,Zimbabwe,Africa,04.09.1991,26.02.2022,3109,male,Asian,natural
5187,ELF0005187,Kenya,Africa,07.12.2011,,6008,male,African,natural
5188,ELF0005188,Tanzania,Africa,19.04.1970,22.10.1997,3661,female,African,natural
5189,ELF0005189,Laos,Asia,04.03.2004,,1753,female,Asian,natural
5190,ELF0005190,Botswana,Africa,11.06.2003,,7176,male,African,natural
5191,ELF0005191,Tanzania,Africa,01.08.1994,,2327,male,African,natural
5192,ELF0005192,Zimbabwe,Africa,08.10.2023,,2570,female,African,natural
5193,ELF0005193,South Africa,Africa,29.03.2000,,8063,male,African,natural
5194,ELF0005194,Zimbabwe,Africa,24.05.2004,,6022,male,African,natural
5195,ELF0005195,Botswana,Africa,15.08.1997,04.08.2020,3511,female,Asian,natural
5196,ELF0005196,Tanzania,Africa,18.04.1976,23.08.2008,2328,female,Asian,natural
5197,ELF0005197,Botswana,Africa,13.05.1993,13.01.2024,4315,female,African,natural
5198,ELF0005198,Zimbabwe,Africa,03.07.2014,,2794,female,African,natural
5199,ELF0005199,India,Asia,27.03.2019,,2427,female,Asian,natural
5200,ELF0005200,Zimbabwe,Africa,22.06.2001,,4611,male,African,natural
5201,ELF0005201,Zimbabwe,Africa,08.12.2008,,5288,male,African,natural
5202,ELF0005202,Botswana,Africa,15.11.2019,,5450,male,African,natural
5203,ELF0005203,South Africa,Africa,27.08.1990,10.03.2017,6275,male,African,natural
5204,ELF0005204,Thailand,Asia,23.10.1994,20.04.2019,3074,female,Asian,natural
5205,ELF0005205,India,Asia,15.10.1977,06.11.2001,5437,male,Asian,natural
5206,ELF0005206,Zambia,Africa,04.06.1983,30.12.2008,3781,female,African,natural
5207,ELF0005207,Botswana,Africa,24.02.1993,26.03.2018,3750,male,African,natural
5208,ELF0005208,South Africa,Africa,05.02.1973,01.07.2003,2376,female,African,natural
5209,ELF0005209,Zimbabwe,Africa,14.07.1974,02.06.2005,5789,male,African,natural
5210,ELF0005210,Tanzania,Africa,25.10.1988,23.06.2021,3713,male,African,natural
5211,ELF0005211,Zimbabwe,Africa,20.10.2009,,3338,female,African,natural
5212,ELF0005212,Gabon,Africa,29.11.2021,,2965,male,African,natural
5213,ELF0005213,Tanzania,Africa,26.07.1997,22.10.2018,4626,male,African,natural
5214,ELF0005214,Zimbabwe,Africa,05.06.1999,,1311,male,African,natural
5215,ELF0005215,Zambia,Africa,07.05.1994,06.05.2023,2057,male,African,natural
5216,ELF0005216,Zimbabwe,Africa,21.06.1977,29.05.2011,5713,male,Asian,natural
5217,ELF0005217,Zimbabwe,Africa,13.10.2001,,4389,male,African,natural
5218,ELF0005218,Botswana,Africa,02.02.1981,11.12.2004,4120,male,African,natural
5219,ELF0005219,Botswana,Africa,31.01.1970,30.01.2002,6579,male,African,natural
5220,ELF0005220,Grenada,,06.05.2009,,5773,male,African,zoological garden
5221,ELF0005221,Botswana,Africa,08.05.2007,,4865,male,African,natural
5222,ELF0005222,Botswana,Africa,25.08.1994,,2697,male,African,natural
5223,ELF0005223,Cameroon,Africa,01.05.2009,,4350,male,African,natural
5224,ELF0005224,Botswana,Africa,03.05.1995,,7198,male,African,natural
5225,ELF0005225,Sri Lanka,Asia,03.11.1998,,6444,male,Asian,natural
5226,ELF0005226,Botswana,Africa,07.09.1985,24.02.2007,3318,female,African,natural
5227,ELF0005227,Kenya,Africa,07.12.1976,26.07.2008,3953,male,African,natural
5228,ELF0005228,India,Asia,19.10.1990,18.04.2020,5075,male,African,natural
5229,ELF0005229,Botswana,Africa,26.05.1972,18.07.2003,3180,female,African,natural
5230,ELF0005230,Zambia,Africa,16.12.2007,,2624,female,African,natural
5231,ELF0005231,Botswana,Africa,18.03.1986,23.03.2015,5700,male,African,natural
5232,ELF0005232,Botswana,Africa,10.02.1999,,4006,male,African,natural
5233,ELF0005233,Namibia,Africa,21.02.1976,20.12.2009,3202,female,African,natural
5234,ELF0005234,Slovenia,,19.08.2018,,2079,female,Asian,zoological garden
5235,ELF0005235,China,Asia,24.06.2004,,5468,male,Asian,natural
5236,ELF0005236,Sri Lanka,Asia,22.06.1970,15.05.2011,5332,male,Asian,natural
5237,ELF0005237,Namibia,Africa,12.07.1987,25.08.2009,6538,male,African,natural
5238,ELF0005238,Venezuela,South America,30.01.2012,,5439,female,Asian,zoological garden
5239,ELF0005239,Zimbabwe,Africa,22.01.1984,15.03.2006,6641,male,African,natural
5240,ELF0005240,Tanzania,Africa,12.10.1995,,1823,female,Asian,natural
5241,ELF0005241,Zimbabwe,Africa,22.02.2010,,6905,male,African,natural
5242,ELF0005242,Zimbabwe,Africa,08.07.2004,,5393,female,African,natural
5243,ELF0005243,India,Asia,05.11.2015,,7107,male,Asian,natural
5244,ELF0005244,South Africa,Africa,18.08.1990,16.11.2018,1767,female,African,natural
5245,ELF0005245,Botswana,Africa,14.06.2002,,2277,female,African,natural
5246,ELF0005246,Zambia,Africa,28.04.1995,,-20,female,African,natural
5247,ELF0005247,South Africa,Africa,05.05.1978,12.06.2008,6171,male,African,natural
5248,ELF0005248,Kenya,Africa,21.10.1973,19.08.1999,4882,female,African,natural
5249,ELF0005249,Zimbabwe,Africa,18.04.2002,,5143,male,African,natural
5250,ELF0005250,Tanzania,Africa,16.04.2002,,2615,female,African,natural
5251,ELF0005251,Kenya,Africa,12.01.1972,17.08.1999,4843,female,African,natural
5252,ELF0005252,Zimbabwe,Africa,11.12.1981,17.06.2017,3869,male,African,natural
5253,ELF0005253,Tanzania,Africa,18.09.1996,,2935,female,African,natural
5254,ELF0005254,Namibia,Africa,27.03.1984,25.07.2008,3773,female,African,natural
5255,ELF0005255,Sri Lanka,Asia,14.11.2007,,2249,female,Asian,natural
5256,ELF0005256,Myanmar,Asia,07.04.1992,12.05.2023,2763,female,Asian,natural
5257,ELF0005257,Zimbabwe,Africa,29.09.1977,12.07.2011,2631,male,Asian,natural
5258,ELF0005258,Tanzania,Africa,09.01.2011,,1513,male,Asian,natural
5259,ELF0005259,Tanzania,Africa,27.08.1973,06.02.2005,5100,male,African,natural
5260,ELF0005260,Namibia,Africa,18.12.2016,,1991,female,African,natural
5261,ELF0005261,South Africa,Africa,20.10.1977,19.05.2001,3427,male,African,natural
5262,ELF0005262,Zimbabwe,Africa,08.09.2024,,2013,female,African,natural
5263,ELF0005263,Botswana,Africa,24.08.1983,29.05.2023,2830,female,African,natural
5264,ELF0005264,South Africa,Africa,25.10.2007,30.10.2024,3568,male,African,natural
5265,ELF0005265,Tanzania,Africa,19.04.1979,22.08.2005,7074,male,African,natural
5266,ELF0005266,Botswana,Africa,19.12.1974,11.05.2005,2441,female,African,natural
5267,ELF0005267,Kenya,Africa,02.01.2023,,2069,female,African,natural
5268,ELF0005268,Gabon,Africa,13.11.1998,,3008,female,Asian,natural
5269,ELF0005269,Botswana,Africa,12.12.2013,,2807,male,African,natural
5270,ELF0005270,Angola,Africa,18.04.1975,07.02.1996,6588,male,African,natural
5271,ELF0005271,Botswana,Africa,04.11.1997,,4011,female,African,natural
5272,ELF0005272,Botswana,Africa,11.05.2004,,2900,male,Asian,natural
5273,ELF0005273,Botswana,Africa,01.02.2004,,3761,female,African,natural
5274,ELF0005274,Zimbabwe,Africa,22.04.2011,,4802,female,African,natural
5275,ELF0005275,South Africa,Africa,17.02.2015,,3774,male,African,natural
5276,ELF0005276,Botswana,Africa,01.05.2002,,5138,male,African,natural
5277,ELF0005277,Zimbabwe,Africa,09.08.1970,28.12.2002,2564,female,African,natural
5278,ELF0005278,Tanzania,Africa,29.03.1978,28.12.2009,1627,female,African,natural
5279,ELF0005279,Mozambique,Africa,24.11.2008,,3475,female,African,natural
5280,ELF0005280,Botswana,Africa,22.09.1977,15.08.2005,1624,female,African,natural
5281,ELF0005281,Angola,Africa,24.04.2020,,3519,male,African,natural
5282,ELF0005282,Botswana,Africa,30.06.1971,10.03.2001,2230,female,Asian,natural
5283,ELF0005283,Kenya,Africa,09.07.1992,07.08.2023,3344,male,African,natural
5284,ELF0005284,Kenya,Africa,17.02.1988,22.07.2015,7341,male,African,natural
5285,ELF0005285,South Africa,Africa,20.08.2009,,9381,male,Asian,natural
5286,ELF0005286,Botswana,Africa,25.06.2018,,2263,female,African,natural
5287,ELF0005287,Zimbabwe,Africa,19.10.1970,06.11.2003,2521,female,Asian,natural
5288,ELF0005288,India,Asia,16.10.1996,13.08.2024,3619,female,Asian,natural
5289,ELF0005289,Zimbabwe,Africa,15.04.1984,03.11.2006,1573,female,African,natural
5290,ELF0005290,Zimbabwe,Africa,25.01.1973,10.12.2007,5971,male,African,natural
5291,ELF0005291,Botswana,Africa,06.12.1993,11.02.2018,1633,female,African,natural
5292,ELF0005292,Zimbabwe,Africa,31.01.2022,,3867,male,African,natural
5293,ELF0005293,Botswana,Africa,15.05.2010,,4535,male,African,natural
5294,ELF0005294,Namibia,Africa,13.07.1978,09.12.2011,7121,male,African,natural
5295,ELF0005295,Tanzania,Africa,27.03.1997,,3898,female,African,natural
5296,ELF0005296,Botswana,Africa,17.04.1979,25.02.2005,5705,male,African,natural
5297,ELF0005297,Thailand,Asia,05.05.2000,,5255,male,Asian,natural
5298,ELF0005298,Sri Lanka,Asia,26.12.1989,,4160,male,Asian,natural
5299,ELF0005299,Zimbabwe,Africa,13.10.1973,06.11.2003,2447,female,African,natural
5300,ELF0005300,India,Asia,21.01.1983,14.10.2023,2682,male,Asian,natural
5301,ELF0005301,Botswana,Africa,12.11.1976,22.03.2005,3873,male,African,natural
5302,ELF0005302,Mozambique,Africa,06.01.1975,18.10.2010,7368,male,Asian,natural
5303,ELF0005303,Zimbabwe,Africa,30.12.1987,17.06.2013,4169,male,African,natural
5304,ELF0005304,India,Asia,04.11.1996,,3558,female,Asian,natural
5305,ELF0005305,Botswana,Africa,20.08.1981,30.11.2015,2933,female,African,natural
5306,ELF0005306,Botswana,Africa,26.06.2010,,2366,male,Asian,natural
5307,ELF0005307,Botswana,Africa,14.06.2003,,4351,male,African,natural
5308,ELF0005308,Zimbabwe,Africa,27.11.2000,,2181,male,African,natural
5309,ELF0005309,Botswana,Africa,07.12.1986,17.06.2009,4370,female,African,natural
5310,ELF0005310,Tanzania,Africa,15.08.1998,,3331,male,African,natural
5311,ELF0005311,Thailand,Asia,08.08.2017,,4876,male,Asian,natural
5312,ELF0005312,Botswana,Africa,06.09.1991,19.06.2024,1955,female,African,natural
5313,ELF0005313,Zimbabwe,Africa,21.09.1978,29.04.2008,2626,female,Asian,natural
5314,ELF0005314,South Africa,Africa,16.06.2014,,4415,female,African,natural
5315,ELF0005315,Tanzania,Africa,29.12.1993,12.06.2015,4596,male,African,natural
5316,ELF0005316,Gabon,Africa,14.08.1997,,4328,male,African,natural
5317,ELF0005317,Cameroon,Africa,15.08.2012,,2192,female,Asian,natural
5318,ELF0005318,Mozambique,Africa,01.07.1979,,5342,male,African,natural
5319,ELF0005319,Cambodia,Asia,11.08.2011,,1861,male,Asian,natural
5320,ELF0005320,Zimbabwe,Africa,03.10.1970,14.08.2008,6547,male,African,natural
5321,ELF0005321,Sri Lanka,Asia,18.06.1974,15.01.2022,2781,female,African,natural
5322,ELF0005322,Sri Lanka,Asia,12.01.1974,10.09.2004,1725,female,Asian,natural
5323,ELF0005323,Kenya,Africa,22.08.1979,01.02.2013,2164,female,African,natural
